"File","Lang","Word","GroupId","MeaningsCount"
"dreams_batch_1.json","Русский","айва","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","акация","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","акваланг","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","аквариум","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","аккомпанемент","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","аккорд","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","акробат","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","аксессуар","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","акт","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","актер","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","активация","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","активы","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","акула","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","акушер","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","алебастр","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","алиби","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","алмаз","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","алтарь","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","алфавит","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","алхимия","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","альянс","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","алюминий","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","амбиции","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","амвон","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","аметист","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","аминь","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","аммиак","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","амнистия","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","амулет","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","амуниция","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","амфибия","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","амфитеатр","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","анализ","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","аналогия","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","ананас","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","ангар","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","ангел","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","ангина","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","андеграунд","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","анекдот","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","анкета","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","аннотация","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","аномалия","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","анонс","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","антенна","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","антивирус","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","антиквариат","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","антилопа","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","антипатия","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","антракт","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","антураж","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","апартаменты","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","апелляция","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","апельсин","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","аперитив","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","аплодисменты","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_1.json","Русский","апогей","legacy","1"
"dreams_batch_1.json","English","legacy-en","legacy","1"
"dreams_batch_1.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жимолость","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жир","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жираф","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","житница","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жито","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жмурки","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жмых","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жнея","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жокей","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жонглер","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жор","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жох","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жратва","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жужжание","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жук","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жулик","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","журавль","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","журнал","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","журналист","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","журчание","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жуть","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","жюри","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","забава","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заблуждение","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","забор","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","забывчивость","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","завеса","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","завет","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","завод","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","завтрак","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","загадка","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","загар","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заговор","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","задание","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","задаток","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","задворки","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","задор","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","задумчивость","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заем","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заживо","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","зажигалка","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","зажим","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заземление","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","зазор","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","зазубрина","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заикание","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заимка","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заимодавец","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заинтересованность","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","закавыка","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заказ","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","закалка","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","закат","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заклад","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","закладка","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заклинание","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заключение","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","заколка","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","закон","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","закоулок","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","закраина","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
"dreams_batch_10.json","O'zbek","legacy-uz","legacy","1"
"dreams_batch_10.json","Русский","закрепление","legacy","1"
"dreams_batch_10.json","English","legacy-en","legacy","1"
